code_departement_code_commune;nom_commune;Population;code_departement;code_region
01001;L'Abergement-Clémenciat;798;1;84
01002;L'Abergement-de-Varey;257;1;84
01004;Ambérieu-en-Bugey;14514;1;84
01005;Ambérieux-en-Dombes;1776;1;84
01006;Ambléon;118;1;84
01007;Ambronay;2915;1;84
01008;Ambutrix;777;1;84
01009;Andert-et-Condon;335;1;84
01010;Anglefort;1122;1;84
01011;Apremont;379;1;84
01012;Aranc;333;1;84
01013;Arandas;147;1;84
01014;Arbent;3442;1;84
01015;Arboys en Bugey;667;1;84
01016;Arbigny;469;1;84
01017;Argis;473;1;84
01019;Armix;31;1;84
01021;Ars-sur-Formans;1485;1;84
01022;Artemare;1267;1;84
01023;Asnières-sur-Saône;76;1;84
01024;Attignat;3316;1;84
01025;Bâgé-Dommartin;4171;1;84
01026;Bâgé-le-Châtel;1041;1;84
01027;Balan;2615;1;84
01028;Baneins;634;1;84
01029;Beaupont;693;1;84
01030;Beauregard;844;1;84
01031;Bellignat;3886;1;84
01032;Béligneux;3405;1;84
01033;Valserhône;16728;1;84
01034;Belley;9582;1;84
01035;Belleydoux;318;1;84
01036;Valromey-sur-Séran;1345;1;84
01037;Bénonces;312;1;84
01038;Bény;775;1;84
01039;Béon;451;1;84
01040;Béréziat;496;1;84
01041;Bettant;769;1;84
01042;Bey;305;1;84
01043;Beynost;4867;1;84
01044;Billiat;648;1;84
01045;Birieux;287;1;84
01046;Biziat;903;1;84
01047;Blyes;1214;1;84
01049;La Boisse;3356;1;84
01050;Boissey;369;1;84
01051;Bolozon;92;1;84
01052;Bouligneux;334;1;84
01053;Bourg-en-Bresse;42853;1;84
01054;Bourg-Saint-Christophe;1489;1;84
01056;Boyeux-Saint-Jérôme;354;1;84
01057;Boz;535;1;84
01058;Brégnier-Cordon;849;1;84
01060;Brénod;514;1;84
01061;Brens;1179;1;84
01062;Bressolles;956;1;84
01063;Brion;540;1;84
01064;Briord;1090;1;84
01065;Buellas;1876;1;84
01066;La Burbanche;90;1;84
01067;Ceignes;268;1;84
01068;Cerdon;790;1;84
01069;Certines;1542;1;84
01071;Cessy;4925;1;84
01072;Ceyzériat;3256;1;84
01073;Ceyzérieu;1025;1;84
01074;Chalamont;2624;1;84
01075;Chaleins;1413;1;84
01076;Chaley;128;1;84
01077;Challes-la-Montagne;199;1;84
01078;Challex;1590;1;84
01079;Champagne-en-Valromey;842;1;84
01080;Champdor-Corcelles;657;1;84
01081;Champfromier;756;1;84
01082;Chanay;642;1;84
01083;Chaneins;944;1;84
01084;Chanoz-Châtenay;913;1;84
01085;La Chapelle-du-Châtelard;405;1;84
01087;Charix;292;1;84
01088;Charnoz-sur-Ain;930;1;84
01089;Château-Gaillard;2303;1;84
01090;Châtenay;362;1;84
01092;Châtillon-la-Palud;1662;1;84
01093;Châtillon-sur-Chalaronne;5134;1;84
01094;Chavannes-sur-Reyssouze;773;1;84
01095;Nivigne et Suran;865;1;84
01096;Chaveyriat;1064;1;84
01098;Chazey-Bons;1195;1;84
01099;Chazey-sur-Ain;1623;1;84
01100;Cheignieu-la-Balme;135;1;84
01101;Chevillard;159;1;84
01102;Chevroux;976;1;84
01103;Chevry;2196;1;84
01104;Chézery-Forens;471;1;84
01105;Civrieux;1882;1;84
01106;Cize;186;1;84
01107;Cleyzieu;137;1;84
01108;Coligny;1200;1;84
01109;Collonges;2272;1;84
01110;Colomieu;158;1;84
01111;Conand;133;1;84
01112;Condamine;462;1;84
01113;Condeissiat;829;1;84
01114;Confort;679;1;84
01115;Confrançon;1363;1;84
01116;Contrevoz;510;1;84
01117;Conzieu;153;1;84
01118;Corbonod;1310;1;84
01121;Corlier;117;1;84
01123;Cormoranche-sur-Saône;1197;1;84
01124;Cormoz;697;1;84
01125;Corveissiat;625;1;84
01127;Courmangoux;516;1;84
01128;Courtes;306;1;84
01129;Crans;297;1;84
01130;Bresse Vallons;2407;1;84
01133;Cressin-Rochefort;400;1;84
01134;Crottet;1803;1;84
01135;Crozet;2235;1;84
01136;Cruzilles-lès-Mépillat;913;1;84
01138;Culoz;3068;1;84
01139;Curciat-Dongalon;449;1;84
01140;Curtafond;786;1;84
01141;Cuzieu;468;1;84
01142;Dagneux;4834;1;84
01143;Divonne-les-Bains;10190;1;84
01145;Dompierre-sur-Veyle;1201;1;84
01146;Dompierre-sur-Chalaronne;439;1;84
01147;Domsure;495;1;84
01148;Dortan;1925;1;84
01149;Douvres;1104;1;84
01150;Drom;219;1;84
01151;Druillat;1173;1;84
01152;Echallon;768;1;84
01153;Echenevex;2189;1;84
01155;Evosges;147;1;84
01156;Faramans;827;1;84
01157;Fareins;2292;1;84
01158;Farges;1065;1;84
01159;Feillens;3436;1;84
01160;Ferney-Voltaire;10189;1;84
01162;Flaxieu;68;1;84
01163;Foissiat;2073;1;84
01165;Francheleins;1627;1;84
01166;Frans;2484;1;84
01167;Garnerans;658;1;84
01169;Genouilleux;663;1;84
01170;Béard-Géovreissiat;1081;1;84
01171;Géovreisset;886;1;84
01173;Gex;13391;1;84
01174;Giron;180;1;84
01175;Gorrevod;807;1;84
01177;Grand-Corent;189;1;84
01179;Grièges;1933;1;84
01180;Grilly;860;1;84
01181;Groissiat;1291;1;84
01183;Guéreins;1508;1;84
01184;Hautecourt-Romanèche;789;1;84
01185;Plateau d'Hauteville;5020;1;84
01187;Haut Valromey;639;1;84
01188;Illiat;683;1;84
01189;Injoux-Génissiat;1141;1;84
01190;Innimond;90;1;84
01191;Izenave;158;1;84
01192;Izernore;2338;1;84
01193;Izieu;229;1;84
01194;Jassans-Riottier;6439;1;84
01195;Jasseron;1837;1;84
01196;Jayat;1239;1;84
01197;Journans;364;1;84
01198;Joyeux;271;1;84
01199;Jujurieux;2183;1;84
01200;Labalme;219;1;84
01202;Lagnieu;7308;1;84
01203;Laiz;1355;1;84
01204;Le Poizat-Lalleyriat;750;1;84
01206;Lantenay;283;1;84
01207;Lapeyrouse;329;1;84
01208;Lavours;135;1;84
01209;Léaz;794;1;84
01210;Lélex;232;1;84
01211;Lent;1430;1;84
01212;Lescheroux;727;1;84
01213;Leyment;1370;1;84
01214;Leyssard;164;1;84
01215;Surjoux-Lhopital;143;1;84
01216;Lhuis;915;1;84
01219;Lompnas;167;1;84
01224;Loyettes;3256;1;84
01225;Lurcy;380;1;84
01227;Magnieu;657;1;84
01228;Maillat;674;1;84
01229;Malafretaz;1259;1;84
01230;Mantenay-Montlin;319;1;84
01231;Manziat;1996;1;84
01232;Marboz;2323;1;84
01233;Marchamp;133;1;84
01234;Marignieu;172;1;84
01235;Marlieux;1246;1;84
01236;Marsonnas;1040;1;84
01237;Martignat;1732;1;84
01238;Massieux;2726;1;84
01239;Massignieu-de-Rives;634;1;84
01240;Matafelon-Granges;643;1;84
01241;Meillonnas;1390;1;84
01242;Mérignat;137;1;84
01243;Messimy-sur-Saône;1288;1;84
01244;Meximieux;8062;1;84
01245;Bohas-Meyriat-Rignat;964;1;84
01246;Mézériat;2253;1;84
01247;Mijoux;326;1;84
01248;Mionnay;2251;1;84
01249;Miribel;10273;1;84
01250;Misérieux;2226;1;84
01252;Mogneneins;808;1;84
01254;Montagnat;2167;1;84
01255;Montagnieu;659;1;84
01257;Montanges;361;1;84
01258;Montceaux;1222;1;84
01259;Montcet;718;1;84
01260;Le Montellier;307;1;84
01261;Monthieux;691;1;84
01262;Montluel;6969;1;84
01263;Montmerle-sur-Saône;3859;1;84
01264;Montracol;1036;1;84
01265;Montréal-la-Cluse;3527;1;84
01266;Montrevel-en-Bresse;2618;1;84
01267;Nurieux-Volognat;1048;1;84
01268;Murs-et-Gélignieux;249;1;84
01269;Nantua;3589;1;84
01272;Neuville-les-Dames;1520;1;84
01273;Neuville-sur-Ain;1827;1;84
01274;Les Neyrolles;660;1;84
01275;Neyron;2619;1;84
01276;Niévroz;1651;1;84
01277;Nivollet-Montgriffon;119;1;84
01279;Oncieu;86;1;84
01280;Ordonnaz;139;1;84
01281;Ornex;4653;1;84
01282;Outriaz;264;1;84
01283;Oyonnax;22935;1;84
01284;Ozan;707;1;84
01285;Parcieux;1259;1;84
01286;Parves et Nattages;989;1;84
01288;Péron;2772;1;84
01289;Péronnas;6811;1;84
01290;Pérouges;1305;1;84
01291;Perrex;849;1;84
01293;Peyriat;152;1;84
01294;Peyrieu;902;1;84
01295;Peyzieux-sur-Saône;699;1;84
01296;Pirajoux;428;1;84
01297;Pizay;882;1;84
01298;Plagne;152;1;84
01299;Le Plantay;592;1;84
01301;Polliat;2608;1;84
01302;Pollieu;168;1;84
01303;Poncin;1735;1;84
01304;Pont-d'Ain;2977;1;84
01305;Pont-de-Vaux;2256;1;84
01306;Pont-de-Veyle;1705;1;84
01307;Port;857;1;84
01308;Pougny;821;1;84
01309;Pouillat;85;1;84
01310;Prémeyzel;255;1;84
01311;Prémillieu;44;1;84
01313;Prévessin-MoÃ«ns;8950;1;84
01314;Priay;1762;1;84
01317;Ramasse;336;1;84
01318;Rancé;743;1;84
01319;Relevant;475;1;84
01320;Replonges;3882;1;84
01321;Revonnas;917;1;84
01322;Reyrieux;5124;1;84
01323;Reyssouze;1003;1;84
01325;Rignieux-le-Franc;1050;1;84
01328;Romans;601;1;84
01329;Rossillon;159;1;84
01330;Ruffieu;188;1;84
01331;Saint-Alban;187;1;84
01332;Saint-André-de-Bâgé;802;1;84
01333;Saint-André-de-Corcy;3428;1;84
01334;Saint-André-d'Huiriat;667;1;84
01335;Saint-André-le-Bouchoux;408;1;84
01336;Saint-André-sur-Vieux-Jonc;1196;1;84
01337;Saint-Bénigne;1338;1;84
01338;Groslée-Saint-Benoit;1264;1;84
01339;Saint-Bernard;1506;1;84
01342;Sainte-Croix;565;1;84
01343;Saint-Cyr-sur-Menthon;1834;1;84
01344;Saint-Denis-lès-Bourg;6109;1;84
01345;Saint-Denis-en-Bugey;2300;1;84
01346;Saint-Didier-d'Aussiat;877;1;84
01347;Saint-Didier-de-Formans;2098;1;84
01348;Saint-Didier-sur-Chalaronne;3003;1;84
01349;Saint-Eloi;508;1;84
01350;Saint-Etienne-du-Bois;2582;1;84
01351;Saint-Etienne-sur-Chalaronne;1597;1;84
01352;Saint-Etienne-sur-Reyssouze;589;1;84
01353;Sainte-Euphémie;1728;1;84
01354;Saint-Genis-Pouilly;14143;1;84
01355;Saint-Genis-sur-Menthon;493;1;84
01356;Saint-Georges-sur-Renon;213;1;84
01357;Saint-Germain-de-Joux;509;1;84
01358;Saint-Germain-les-Paroisses;432;1;84
01359;Saint-Germain-sur-Renon;249;1;84
01360;Saint-Jean-de-Gonville;1943;1;84
01361;Saint-Jean-de-Niost;1625;1;84
01362;Saint-Jean-de-Thurigneux;801;1;84
01363;Saint-Jean-le-Vieux;1842;1;84
01364;Saint-Jean-sur-Reyssouze;763;1;84
01365;Saint-Jean-sur-Veyle;1182;1;84
01366;Sainte-Julie;1100;1;84
01367;Saint-Julien-sur-Reyssouze;750;1;84
01368;Saint-Julien-sur-Veyle;853;1;84
01369;Saint-Just;967;1;84
01370;Saint-Laurent-sur-Saône;1716;1;84
01371;Saint-Marcel;1271;1;84
01372;Saint-Martin-de-Bavel;449;1;84
01373;Saint-Martin-du-Frêne;1053;1;84
01374;Saint-Martin-du-Mont;1916;1;84
01375;Saint-Martin-le-Châtel;802;1;84
01376;Saint-Maurice-de-Beynost;4001;1;84
01378;Saint-Maurice-de-Gourdans;2699;1;84
01379;Saint-Maurice-de-Rémens;771;1;84
01380;Saint-Nizier-le-Bouchoux;645;1;84
01381;Saint-Nizier-le-Désert;939;1;84
01382;Sainte-Olive;281;1;84
01383;Saint-Paul-de-Varax;1583;1;84
01384;Saint-Rambert-en-Bugey;2221;1;84
01385;Saint-Rémy;1008;1;84
01386;Saint-Sorlin-en-Bugey;1193;1;84
01387;Saint-Sulpice;259;1;84
01388;Saint-Trivier-de-Courtes;1111;1;84
01389;Saint-Trivier-sur-Moignans;1877;1;84
01390;Saint-Vulbas;1267;1;84
01391;Salavre;279;1;84
01392;Samognat;683;1;84
01393;Sandrans;549;1;84
01396;Sault-Brénaz;990;1;84
01397;Sauverny;997;1;84
01398;Savigneux;1438;1;84
01399;Ségny;2158;1;84
01400;Seillonnaz;142;1;84
01401;Sergy;2238;1;84
01402;Sermoyer;672;1;84
01403;Serrières-de-Briord;1336;1;84
01404;Serrières-sur-Ain;137;1;84
01405;Servas;1309;1;84
01406;Servignat;175;1;84
01407;Seyssel;1020;1;84
01408;Simandre-sur-Suran;673;1;84
01410;Sonthonnax-la-Montagne;307;1;84
01411;Souclin;279;1;84
01412;Sulignat;607;1;84
01415;Talissieu;505;1;84
01416;Tenay;1025;1;84
01418;Thil;1114;1;84
01419;Thoiry;6197;1;84
01420;Thoissey;1698;1;84
01421;Torcieu;745;1;84
01422;Tossiat;1391;1;84
01423;Toussieux;1145;1;84
01424;Tramoyes;1819;1;84
01425;La Tranclière;295;1;84
01426;Val-Revermont;2597;1;84
01427;Trévoux;7084;1;84
01428;Valeins;127;1;84
01429;Vandeins;720;1;84
01430;Varambon;631;1;84
01431;Vaux-en-Bugey;1257;1;84
01432;Verjon;325;1;84
01433;Vernoux;317;1;84
01434;Versailleux;482;1;84
01435;Versonnex;2226;1;84
01436;Vesancy;492;1;84
01437;Vescours;228;1;84
01439;Vésines;103;1;84
01441;Vieu-d'Izenave;752;1;84
01443;Villars-les-Dombes;5073;1;84
01444;Villebois;1213;1;84
01445;Villemotier;636;1;84
01446;Villeneuve;1585;1;84
01447;Villereversure;1374;1;84
01448;Villes;397;1;84
01449;Villette-sur-Ain;773;1;84
01450;Villieu-Loyes-Mollon;3784;1;84
01451;Viriat;6745;1;84
01452;Virieu-le-Grand;1156;1;84
01453;Arvière-en-Valromey;733;1;84
01454;Virignin;1133;1;84
01456;Vongnes;73;1;84
01457;Vonnas;3240;1;84
02001;Abbécourt;513;2;32
02002;Achery;618;2;32
02003;Acy;1045;2;32
02004;Agnicourt-et-Séchelles;187;2;32
02005;Aguilcourt;388;2;32
02006;Aisonville-et-Bernoville;271;2;32
02007;Aizelles;123;2;32
02008;Aizy-Jouy;298;2;32
02009;Alaincourt;540;2;32
02010;Allemant;177;2;32
02011;Ambleny;1192;2;32
02012;Ambrief;71;2;32
02013;Amifontaine;395;2;32
02014;Amigny-Rouy;752;2;32
02015;Ancienville;73;2;32
02016;Andelain;225;2;32
02017;Anguilcourt-le-Sart;327;2;32
02018;Anizy-le-Grand;2627;2;32
02019;Annois;367;2;32
02020;Any-Martin-Rieux;463;2;32
02021;Archon;87;2;32
02022;Arcy-Sainte-Restitue;409;2;32
02023;Armentières-sur-Ourcq;105;2;32
02024;Arrancy;51;2;32
02025;Artemps;369;2;32
02027;Assis-sur-Serre;221;2;32
02028;Athies-sous-Laon;2666;2;32
02029;Attilly;366;2;32
02030;Aubencheul-aux-Bois;261;2;32
02031;Aubenton;667;2;32
02032;Aubigny-aux-Kaisnes;257;2;32
02033;Aubigny-en-Laonnois;106;2;32
02034;Audignicourt;125;2;32
02035;Audigny;289;2;32
02036;Augy;73;2;32
02037;Aulnois-sous-Laon;1416;2;32
02038;Les Autels;59;2;32
02039;Autremencourt;176;2;32
02040;Autreppes;183;2;32
02041;Autreville;822;2;32
02042;Azy-sur-Marne;386;2;32
02043;Bagneux;66;2;32
02044;Bancigny;25;2;32
02046;Barenton-Bugny;566;2;32
02047;Barenton-Cel;113;2;32
02048;Barenton-sur-Serre;137;2;32
02049;Barisis-aux-Bois;752;2;32
02050;Barzy-en-Thiérache;325;2;32
02051;Barzy-sur-Marne;397;2;32
02052;Bassoles-Aulers;141;2;32
02053;Vallées en Champagne;577;2;32
02054;Bazoches-sur-Vesles;465;2;32
02055;Beaumé;90;2;32
02056;Beaumont-en-Beine;180;2;32
02057;Beaurevoir;1424;2;32
02058;Beaurieux;866;2;32
02059;Beautor;2742;2;32
02060;Beauvois-en-Vermandois;264;2;32
02061;Becquigny;253;2;32
02062;Belleau;141;2;32
02063;Bellenglise;386;2;32
02064;Belleu;3885;2;32
02065;Bellicourt;613;2;32
02066;Benay;198;2;32
02067;Bergues-sur-Sambre;215;2;32
02068;Berlancourt;92;2;32
02069;Berlise;107;2;32
02070;Bernot;457;2;32
02071;Berny-Rivière;673;2;32
02072;Berrieux;188;2;32
02073;Berry-au-Bac;674;2;32
02074;Bertaucourt-Epourdon;603;2;32
02075;Berthenicourt;197;2;32
02076;Bertricourt;155;2;32
02077;Berzy-le-Sec;388;2;32
02078;Besmé;166;2;32
02079;Besmont;149;2;32
02080;Besny-et-Loizy;342;2;32
02081;Béthancourt-en-Vaux;442;2;32
02082;Beugneux;110;2;32
02083;Beuvardes;765;2;32
02084;Bézu-le-Guéry;262;2;32
02085;Bézu-Saint-Germain;1040;2;32
02086;Bichancourt;1017;2;32
02087;Bieuxy;35;2;32
02088;Bièvres;95;2;32
02089;Billy-sur-Aisne;1169;2;32
02090;Billy-sur-Ourcq;217;2;32
02091;Blanzy-lès-Fismes;96;2;32
02093;Blérancourt;1357;2;32
02094;Blesmes;473;2;32
02095;Bohain-en-Vermandois;5764;2;32
02096;Bois-lès-Pargny;200;2;32
02097;Boncourt;258;2;32
02098;Bonneil;393;2;32
02099;Bonnesvalyn;226;2;32
02100;Bony;138;2;32
02101;Bosmont-sur-Serre;197;2;32
02102;Bouconville-Vauclair;197;2;32
02103;Boué;1355;2;32
02104;Bouffignereux;103;2;32
02105;Bouresches;198;2;32
02106;Bourg-et-Comin;822;2;32
02107;Bourguignon-sous-Coucy;111;2;32
02108;Bourguignon-sous-Montbavin;163;2;32
02109;La Bouteille;485;2;32
02110;Braine;2260;2;32
02111;Brancourt-en-Laonnois;732;2;32
02112;Brancourt-le-Grand;566;2;32
02114;Brasles;1600;2;32
02115;Braye-en-Laonnois;196;2;32
02116;Braye-en-Thiérache;148;2;32
02117;Bray-Saint-Christophe;68;2;32
02118;Braye;131;2;32
02119;Brécy;333;2;32
02120;Brenelle;202;2;32
02121;Breny;244;2;32
02122;Brie;55;2;32
02123;Brissay-Choigny;306;2;32
02124;Brissy-Hamégicourt;661;2;32
02125;Brumetz;204;2;32
02126;Brunehamel;460;2;32
02127;Bruyères-sur-Fère;197;2;32
02128;Bruyères-et-Montbérault;1522;2;32
02129;Bruys;18;2;32
02130;Bucilly;201;2;32
02131;Bucy-le-Long;1903;2;32
02132;Bucy-lès-Cerny;197;2;32
02133;Bucy-lès-Pierrepont;413;2;32
02134;Buire;880;2;32
02135;Buironfosse;1174;2;32
02136;Burelles;131;2;32
02137;Bussiares;160;2;32
02138;Buzancy;203;2;32
02139;CaillouÃ«l-Crépigny;447;2;32
02140;Camelin;463;2;32
02141;La Capelle;1857;2;32
02142;Castres;258;2;32
02143;Le Catelet;191;2;32
02144;Caulaincourt;147;2;32
02145;Caumont;555;2;32
02146;Celles-lès-Condé;95;2;32
02148;Celles-sur-Aisne;257;2;32
02149;Cerizy;64;2;32
02150;Cerny-en-Laonnois;63;2;32
02151;Cerny-lès-Bucy;119;2;32
02152;Cerseuil;89;2;32
02153;Cessières-Suzy;784;2;32
02154;Chacrise;372;2;32
02155;Chaillevois;171;2;32
02156;Chalandry;258;2;32
02157;Chambry;859;2;32
02158;Chamouille;275;2;32
02159;Champs;297;2;32
02160;Chaourse;556;2;32
02162;La Chapelle-sur-Chézy;299;2;32
02163;Charly-sur-Marne;2627;2;32
02164;Le Charmel;332;2;32
02165;Charmes;1680;2;32
02166;Chartèves;365;2;32
02167;Chassemy;904;2;32
02168;Château-Thierry;15616;2;32
02169;Châtillon-lès-Sons;84;2;32
02170;Châtillon-sur-Oise;125;2;32
02171;Chaudardes;89;2;32
02172;Chaudun;261;2;32
02173;Chauny;12072;2;32
02174;Chavignon;845;2;32
02175;Chavigny;165;2;32
02176;Chavonne;209;2;32
02177;Chérêt;141;2;32
02178;Chermizy-Ailles;108;2;32
02179;Chéry-Chartreuve;393;2;32
02180;Chéry-lès-Pouilly;735;2;32
02181;Chéry-lès-Rozoy;80;2;32
02182;Chevennes;120;2;32
02183;Chevregny;186;2;32
02184;Chevresis-Monceau;356;2;32
02185;Chézy-en-Orxois;405;2;32
02186;Chézy-sur-Marne;1396;2;32
02187;Chierry;1149;2;32
02188;Chigny;151;2;32
02189;Chivres-en-Laonnois;358;2;32
02190;Chivres-Val;530;2;32
02191;Chivy-lès-Etouvelles;528;2;32
02192;Chouy;378;2;32
02193;Cierges;66;2;32
02194;Cilly;194;2;32
02195;Ciry-Salsogne;935;2;32
02196;Clacy-et-Thierret;318;2;32
02197;Clairfontaine;637;2;32
02198;Clamecy;230;2;32
02199;Clastres;609;2;32
02200;Clermont-les-Fermes;107;2;32
02201;CÅ“uvres-et-Valsery;447;2;32
02203;Coincy;1302;2;32
02204;Coingt;67;2;32
02205;Colligis-Crandelain;232;2;32
02206;Colonfay;79;2;32
02207;Commenchon;219;2;32
02208;Concevreux;273;2;32
02209;Condé-en-Brie;719;2;32
02210;Condé-sur-Aisne;370;2;32
02211;Condé-sur-Suippe;297;2;32
02212;Condren;719;2;32
02213;Connigis;345;2;32
02214;Contescourt;62;2;32
02215;Corbeny;847;2;32
02216;Corcy;298;2;32
02217;Coucy-le-Château-Auffrique;1001;2;32
02218;Coucy-lès-Eppes;640;2;32
02219;Coucy-la-Ville;272;2;32
02220;Coulonges-Cohan;451;2;32
02221;Coupru;156;2;32
02222;Courbes;32;2;32
02223;Courboin;313;2;32
02224;Courcelles-sur-Vesle;350;2;32
02225;Courchamps;86;2;32
02226;Courmelles;1893;2;32
02227;Courmont;121;2;32
02228;Courtemont-Varennes;345;2;32
02229;Courtrizy-et-Fussigny;71;2;32
02230;Couvrelles;192;2;32
02231;Couvron-et-Aumencourt;950;2;32
02232;Coyolles;372;2;32
02233;Cramaille;153;2;32
02234;Craonne;84;2;32
02235;Craonnelle;118;2;32
02236;Crécy-au-Mont;333;2;32
02237;Crécy-sur-Serre;1518;2;32
02238;Crépy;1847;2;32
02239;Crézancy;1329;2;32
02240;Croix-Fonsomme;221;2;32
02241;La Croix-sur-Ourcq;99;2;32
02242;Crouttes-sur-Marne;652;2;32
02243;Crouy;2970;2;32
02244;Crupilly;66;2;32
02245;Cuffies;1840;2;32
02246;Cugny;615;2;32
02248;Cuirieux;159;2;32
02249;Cuiry-Housse;100;2;32
02250;Cuiry-lès-Chaudardes;77;2;32
02251;Cuiry-lès-Iviers;28;2;32
02252;Cuissy-et-Geny;73;2;32
02253;Cuisy-en-Almont;361;2;32
02254;Cutry;134;2;32
02255;Cys-la-Commune;155;2;32
02256;Dagny-Lambercy;132;2;32
02257;Dallon;450;2;32
02258;Dammard;383;2;32
02259;Dampleux;407;2;32
02260;Danizy;661;2;32
02261;Dercy;400;2;32
02262;Deuillet;214;2;32
02263;Dhuizel;112;2;32
02264;Dizy-le-Gros;746;2;32
02265;Dohis;101;2;32
02266;Dolignon;48;2;32
02267;Dommiers;302;2;32
02268;Domptin;660;2;32
02269;Dorengt;161;2;32
02270;Douchy;167;2;32
02271;Dravegny;132;2;32
02272;Droizy;80;2;32
02273;Dury;207;2;32
02274;Ebouleau;201;2;32
02275;Effry;325;2;32
02276;Englancourt;122;2;32
02277;Epagny;349;2;32
02278;Eparcy;33;2;32
02279;Epaux-Bézu;578;2;32
02280;Epieds;421;2;32
02281;L'Epine-aux-Bois;267;2;32
02282;Eppes;435;2;32
02283;Erlon;295;2;32
02284;Erloy;103;2;32
02286;Esquéhéries;878;2;32
02287;Essigny-le-Grand;1075;2;32
02288;Essigny-le-Petit;355;2;32
02289;Essises;422;2;32
02290;Essômes-sur-Marne;2818;2;32
02291;Estrées;418;2;32
02292;Etampes-sur-Marne;1333;2;32
02293;Etaves-et-Bocquiaux;563;2;32
02294;Etouvelles;215;2;32
02295;Etréaupont;860;2;32
02296;Etreillers;1218;2;32
02297;Etrépilly;123;2;32
02298;Etreux;1429;2;32
02299;Evergnicourt;552;2;32
02302;Faverolles;333;2;32
02303;Fayet;696;2;32
02304;La Fère;2973;2;32
02305;Fère-en-Tardenois;3056;2;32
02306;La Ferté-Chevresis;519;2;32
02307;La Ferté-Milon;2219;2;32
02308;Fesmy-le-Sart;484;2;32
02309;Festieux;676;2;32
02310;Fieulaine;255;2;32
02311;Filain;122;2;32
02312;La Flamengrie;1110;2;32
02313;Flavigny-le-Grand-et-Beaurain;449;2;32
02315;Flavy-le-Martel;1703;2;32
02316;Fleury;133;2;32
02317;Fluquières;222;2;32
02318;Folembray;1399;2;32
02319;Fonsomme;498;2;32
02320;Fontaine-lès-Clercs;241;2;32
02321;Fontaine-lès-Vervins;1090;2;32
02322;Fontaine-Notre-Dame;389;2;32
02323;Fontaine-Uterte;137;2;32
02324;Fontenelle;284;2;32
02326;Fontenoy;478;2;32
02327;Foreste;164;2;32
02328;Fossoy;519;2;32
02329;Fourdrain;434;2;32
02330;Francilly-Selency;537;2;32
02331;Franqueville;113;2;32
02332;Fresnes-en-Tardenois;269;2;32
02333;Fresnes-sous-Coucy;164;2;32
02334;Fresnoy-le-Grand;3028;2;32
02335;Fressancourt;191;2;32
02336;Frières-FaillouÃ«l;998;2;32
02337;Froidestrées;172;2;32
02338;Froidmont-Cohartille;262;2;32
02339;Gandelu;699;2;32
02340;Gauchy;5309;2;32
02341;Gercy;269;2;32
02342;Gergny;136;2;32
02343;Germaine;81;2;32
02345;Gibercourt;42;2;32
02346;Gizy;676;2;32
02347;Gland;450;2;32
02349;Goudelancourt-lès-Berrieux;56;2;32
02350;Goudelancourt-lès-Pierrepont;138;2;32
02351;Goussancourt;119;2;32
02352;Gouy;570;2;32
02353;Grandlup-et-Fay;297;2;32
02354;Grandrieux;82;2;32
02355;Gricourt;979;2;32
02356;Grisolles;242;2;32
02357;Gronard;73;2;32
02358;Grougis;336;2;32
02359;Grugies;1321;2;32
02360;Villeneuve-sur-Aisne;2790;2;32
02361;Guise;4723;2;32
02362;Guivry;250;2;32
02363;Guny;393;2;32
02364;Guyencourt;263;2;32
02366;Hannapes;331;2;32
02367;Happencourt;134;2;32
02368;Haramont;581;2;32
02369;Harcigny;244;2;32
02370;Hargicourt;615;2;32
02371;Harly;1613;2;32
02372;Hartennes-et-Taux;357;2;32
02373;Hary;202;2;32
02374;Lehaucourt;870;2;32
02375;Hautevesnes;162;2;32
02376;Hauteville;179;2;32
02377;Haution;143;2;32
02378;La Hérie;134;2;32
02379;Le Hérie-la-Viéville;332;2;32
02380;Hinacourt;25;2;32
02381;Hirson;8897;2;32
02382;Holnon;1406;2;32
02383;Homblières;1498;2;32
02384;Houry;58;2;32
02385;Housset;163;2;32
02386;Iron;227;2;32
02387;Itancourt;1050;2;32
02388;Iviers;231;2;32
02389;Jaulgonne;675;2;32
02390;Jeancourt;266;2;32
02391;Jeantes;206;2;32
02392;Joncourt;317;2;32
02393;Jouaignes;146;2;32
02395;Jumencourt;147;2;32
02396;Jumigny;65;2;32
02397;Jussy;1272;2;32
02398;Juvigny;288;2;32
02399;Juvincourt-et-Damary;612;2;32
02400;Laffaux;152;2;32
02401;Laigny;196;2;32
02402;Lanchy;39;2;32
02403;Landifay-et-Bertaignemont;267;2;32
02404;Landouzy-la-Cour;190;2;32
02405;Landouzy-la-Ville;540;2;32
02406;Landricourt;137;2;32
02407;Laniscourt;208;2;32
02408;Laon;24970;2;32
02409;Lappion;272;2;32
02410;Largny-sur-Automne;254;2;32
02411;Latilly;207;2;32
02412;Launoy;101;2;32
02413;Laval-en-Laonnois;248;2;32
02414;Lavaqueresse;206;2;32
02415;Laversine;164;2;32
02416;Lemé;430;2;32
02417;Lempire;116;2;32
02418;Lerzy;227;2;32
02419;Leschelle;278;2;32
02420;Lesdins;840;2;32
02421;Lesges;107;2;32
02422;Lesquielles-Saint-Germain;815;2;32
02423;Leuilly-sous-Coucy;430;2;32
