code_departement_code_commune;nom_commune;Population;code_departement;code_region
24159;Echourgnac;399;24;75
24160;Eglise-Neuve-de-Vergt;565;24;75
24161;Eglise-Neuve-d'Issac;130;24;75
24162;Escoire;417;24;75
24163;Etouars;160;24;75
24164;Excideuil;1211;24;75
24165;Eygurande-et-Gardedeuil;422;24;75
24167;Eymet;2604;24;75
24168;Plaisance;444;24;75
24171;Eyzerac;565;24;75
24172;Les Eyzies;1113;24;75
24174;Fanlac;139;24;75
24175;Les Farges;333;24;75
24176;Faurilles;36;24;75
24177;FAUX;654;24;75
24179;La Feuillade;798;24;75
24180;Firbeix;326;24;75
24182;Le Fleix;1541;24;75
24183;Fleurac;284;24;75
24184;Florimont-Gaumier;149;24;75
24186;Fonroque;334;24;75
24188;Fossemagne;550;24;75
24189;Fougueyrolles;463;24;75
24190;Fouleix;271;24;75
24191;Fraisse;174;24;75
24192;Gabillou;94;24;75
24193;Gageac-et-Rouillac;486;24;75
24194;Gardonne;1625;24;75
24195;Gaugeac;110;24;75
24196;Génis;494;24;75
24197;Ginestet;735;24;75
24199;Gout-Rossignol;377;24;75
24200;Grand-Brassac;554;24;75
24202;Granges-d'Ans;150;24;75
24205;Grignols;675;24;75
24206;Grives;113;24;75
24207;Groléjac;668;24;75
24208;Grun-Bordas;246;24;75
24209;Hautefaye;140;24;75
24210;Hautefort;879;24;75
24211;Issac;438;24;75
24212;Issigeac;750;24;75
24213;Jaure;173;24;75
24214;Javerlhac-et-la-Chapelle-Saint-Robert;845;24;75
24215;Jayac;181;24;75
24216;La Jemaye-Ponteyraud;156;24;75
24217;Journiac;459;24;75
24218;Jumilhac-le-Grand;1219;24;75
24220;Lacropte;682;24;75
24221;Rudeau-Ladosse;161;24;75
24222;La Force;2749;24;75
24223;Lalinde;2807;24;75
24224;Lamonzie-Montastruc;706;24;75
24225;Lamonzie-Saint-Martin;2644;24;75
24226;Lamothe-Montravel;1398;24;75
24227;Lanouaille;1005;24;75
24228;Lanquais;509;24;75
24229;Le Lardin-Saint-Lazare;1726;24;75
24230;Larzac;149;24;75
24231;Lavalade;95;24;75
24232;Lavaur;72;24;75
24234;Les Lèches;372;24;75
24236;Léguillac-de-l'Auche;1009;24;75
24237;Lembras;1232;24;75
24238;Lempzours;142;24;75
24240;Limeuil;341;24;75
24241;Limeyrat;453;24;75
24242;Liorac-sur-Louyre;257;24;75
24243;Lisle;847;24;75
24244;Lolme;195;24;75
24245;Loubejac;264;24;75
24246;Lunas;416;24;75
24247;Lusignac;170;24;75
24248;Lussas-et-Nontronneau;290;24;75
24251;Manzac-sur-Vern;577;24;75
24252;Marcillac-Saint-Quentin;835;24;75
24253;Mareuil en Périgord;2327;24;75
24254;Marnac;187;24;75
24255;Marquay;593;24;75
24256;Marsac-sur-l'Isle;3217;24;75
24257;Marsalès;238;24;75
24259;Eyraud-Crempse-Maurens;1603;24;75
24260;Mauzac-et-Grand-Castang;877;24;75
24261;Mauzens-et-Miremont;299;24;75
24262;Mayac;353;24;75
24263;Mazeyrolles;316;24;75
24264;Ménesplet;1865;24;75
24266;Mensignac;1551;24;75
24267;Mescoules;179;24;75
24268;Meyrals;673;24;75
24269;Mialet;635;24;75
24271;Milhac-de-Nontron;505;24;75
24272;Minzac;473;24;75
24273;Molières;345;24;75
24274;Monbazillac;892;24;75
24276;Monestier;408;24;75
24277;Monfaucon;294;24;75
24278;Monmadalès;84;24;75
24279;Monmarvès;64;24;75
24280;Monpazier;467;24;75
24281;Monsac;200;24;75
24282;Monsaguel;152;24;75
24284;Montagnac-d'Auberoche;142;24;75
24285;Montagnac-la-Crempse;423;24;75
24286;Montagrier;506;24;75
24287;Montaut;127;24;75
24288;Montazeau;289;24;75
24289;Montcaret;1497;24;75
24290;Montferrand-du-Périgord;161;24;75
24291;Montignac-Lascaux;2808;24;75
24292;Montpeyroux;465;24;75
24293;Monplaisant;304;24;75
24294;Montpon-Ménestérol;5773;24;75
24295;Montrem;1234;24;75
24296;Mouleydier;1154;24;75
24297;Moulin-Neuf;955;24;75
24299;Mussidan;2812;24;75
24300;Nabirat;379;24;75
24301;Nadaillac;388;24;75
24302;Nailhac;310;24;75
24303;Nanteuil-Auriac-de-Bourzac;234;24;75
24304;Nantheuil;997;24;75
24305;Nanthiat;239;24;75
24306;Nastringues;130;24;75
24307;Naussannes;270;24;75
24308;Négrondes;807;24;75
24309;Neuvic;3678;24;75
24311;Nontron;3166;24;75
24312;Sanilhac;4705;24;75
24313;Orliac;53;24;75
24314;Orliaguet;118;24;75
24316;Parcoul-Chenaud;805;24;75
24317;Paulin;262;24;75
24318;Paunat;320;24;75
24319;Paussac-et-Saint-Vivien;481;24;75
24320;Payzac;991;24;75
24321;Pazayac;906;24;75
24322;Périgueux;31476;24;75
24323;Petit-Bersac;188;24;75
24324;Peyrignac;579;24;75
24325;Peyrillac-et-Millac;210;24;75
24326;Peyzac-le-Moustier;189;24;75
24327;Pezuls;130;24;75
24328;Piégut-Pluviers;1199;24;75
24329;Le Pizou;1344;24;75
24330;Plazac;715;24;75
24331;Pomport;744;24;75
24334;Pontours;193;24;75
24335;Port-Sainte-Foy-et-Ponchapt;2524;24;75
24336;Prats-de-Carlux;548;24;75
24337;Prats-du-Périgord;149;24;75
24338;Pressignac-Vicq;437;24;75
24339;Preyssac-d'Excideuil;148;24;75
24340;Prigonrieux;4223;24;75
24341;Proissans;1063;24;75
24345;Queyssac;482;24;75
24346;Quinsac;386;24;75
24347;Rampieux;145;24;75
24348;Razac-d'Eymet;306;24;75
24349;Razac-de-Saussignac;349;24;75
24350;Razac-sur-l'Isle;2433;24;75
24351;Ribagnac;316;24;75
24352;Ribérac;3992;24;75
24353;La Rochebeaucourt-et-Argentine;340;24;75
24354;La Roche-Chalais;3074;24;75
24355;La Roque-Gageac;431;24;75
24356;Rouffignac-Saint-Cernin-de-Reilhac;1663;24;75
24357;Rouffignac-de-Sigoulès;307;24;75
24359;Sadillac;122;24;75
24360;Sagelat;324;24;75
24361;Saint-Agne;453;24;75
24362;Val de Louyre et Caudeau;1614;24;75
24364;Coly-Saint-Amand;587;24;75
24365;Saint-Amand-de-Vergt;248;24;75
24366;Saint-André-d'Allas;876;24;75
24367;Saint-André-de-Double;181;24;75
24370;Saint-Antoine-de-Breuilh;1899;24;75
24371;Saint-Aquilin;471;24;75
24372;Saint-Astier;5446;24;75
24373;Saint-Aubin-de-Cadelech;349;24;75
24374;Saint-Aubin-de-Lanquais;357;24;75
24375;Saint-Aubin-de-Nabirat;151;24;75
24376;Saint Aulaye-Puymangou;1445;24;75
24377;Saint-Avit-de-Vialard;165;24;75
24378;Saint-Avit-Rivière;82;24;75
24379;Saint-Avit-Sénieur;422;24;75
24380;Saint-Barthélemy-de-Bellegarde;486;24;75
24381;Saint-Barthélemy-de-Bussière;221;24;75
24382;Saint-Capraise-de-Lalinde;535;24;75
24383;Saint-Capraise-d'Eymet;166;24;75
24384;Saint-Cassien;38;24;75
24385;Saint-Cernin-de-Labarde;227;24;75
24386;Saint-Cernin-de-l'Herm;225;24;75
24388;Saint-Chamassy;508;24;75
24390;Saint-Crépin-d'Auberoche;351;24;75
24392;Saint-Crépin-et-Carlucet;529;24;75
24393;Sainte-Croix;88;24;75
24394;Sainte-Croix-de-Mareuil;162;24;75
24395;Saint-Cybranet;374;24;75
24396;Saint-Cyprien;1582;24;75
24397;Saint-Cyr-les-Champagnes;243;24;75
24398;Saint-Estèphe;606;24;75
24399;Saint-Etienne-de-Puycorbier;109;24;75
24401;Sainte-Eulalie-d'Ans;298;24;75
24403;Saint-Félix-de-Bourdeilles;65;24;75
24404;Saint-Félix-de-Reillac-et-Mortemart;181;24;75
24405;Saint-Félix-de-Villadeix;336;24;75
24406;Sainte-Foy-de-Belvès;142;24;75
24407;Sainte-Foy-de-Longas;247;24;75
24408;Saint-Front-d'Alemps;262;24;75
24409;Saint-Front-de-Pradoux;1204;24;75
24410;Saint-Front-la-Rivière;505;24;75
24411;Saint-Front-sur-Nizonne;164;24;75
24412;Saint-Geniès;940;24;75
24413;Saint-Georges-Blancaneix;269;24;75
24414;Saint-Georges-de-Montclard;292;24;75
24415;Saint-Géraud-de-Corps;253;24;75
24416;Saint-Germain-de-Belvès;181;24;75
24417;Saint-Germain-des-Prés;479;24;75
24418;Saint-Germain-du-Salembre;953;24;75
24419;Saint-Germain-et-Mons;883;24;75
24420;Saint-Géry;245;24;75
24421;Saint-Geyrac;203;24;75
24422;Saint-Hilaire-d'Estissac;118;24;75
24423;Saint-Julien-Innocence-Eulalie;313;24;75
24424;Saint-Jean-d'Ataux;136;24;75
24425;Saint-Jean-de-Côle;370;24;75
24426;Saint-Jean-d'Estissac;172;24;75
24428;Saint-Jory-de-Chalais;639;24;75
24429;Saint-Jory-las-Bloux;244;24;75
24432;Saint-Julien-de-Lampon;654;24;75
24434;Saint-Just;146;24;75
24436;Saint-Laurent-des-Hommes;1042;24;75
24437;Saint-Laurent-des-Vignes;932;24;75
24438;Saint-Laurent-la-Vallée;245;24;75
24441;Saint-Léon-d'Issigeac;139;24;75
24442;Saint-Léon-sur-l'Isle;2054;24;75
24443;Saint-Léon-sur-Vézère;427;24;75
24444;Saint-Louis-en-l'Isle;311;24;75
24445;Saint-Marcel-du-Périgord;151;24;75
24446;Saint-Marcory;53;24;75
24448;Saint-Martial-d'Albarède;483;24;75
24449;Saint-Martial-d'Artenset;948;24;75
24450;Saint-Martial-de-Nabirat;579;24;75
24451;Saint-Martial-de-Valette;814;24;75
24452;Saint-Martial-Viveyrol;191;24;75
24453;Saint-Martin-de-Fressengeas;368;24;75
24454;Saint-Martin-de-Gurson;662;24;75
24455;Saint-Martin-de-Ribérac;744;24;75
24456;Saint-Martin-des-Combes;201;24;75
24457;Saint-Martin-l'Astier;139;24;75
24458;Saint-Martin-le-Pin;274;24;75
24459;Saint-Mayme-de-Péreyrol;293;24;75
24460;Saint-Méard-de-Drône;503;24;75
24461;Saint-Méard-de-Gurçon;839;24;75
24462;Saint-Médard-de-Mussidan;1730;24;75
24463;Saint-Médard-d'Excideuil;562;24;75
24464;Saint-Mesmin;331;24;75
24465;Saint-Michel-de-Double;242;24;75
24466;Saint-Michel-de-Montaigne;331;24;75
24468;Saint-Michel-de-Villadeix;311;24;75
24470;Sainte-Mondane;263;24;75
24471;Sainte-Nathalène;637;24;75
24472;Saint-Nexans;1004;24;75
24473;Sainte-Orse;359;24;75
24474;Saint-Pancrace;169;24;75
24476;Saint-Pantaly-d'Excideuil;162;24;75
24477;Saint-Pardoux-de-Drône;198;24;75
24478;Saint-Pardoux-et-Vielvic;191;24;75
24479;Saint-Pardoux-la-Rivière;1181;24;75
24480;Saint-Paul-de-Serre;312;24;75
24481;Saint-Paul-la-Roche;519;24;75
24482;Saint-Paul-Lizonne;280;24;75
24483;Saint-Perdoux;147;24;75
24484;Saint-Pierre-de-Chignac;902;24;75
24485;Saint-Pierre-de-Côle;422;24;75
24486;Saint-Pierre-de-Frugie;407;24;75
24487;Saint-Pierre-d'Eyraud;1826;24;75
24488;Saint-Pompont;357;24;75
24489;Saint-Priest-les-Fougères;385;24;75
24490;Saint Privat en Périgord;1129;24;75
24491;Saint-Rabier;588;24;75
24492;Sainte-Radegonde;62;24;75
24493;Saint-RaphaÃ«l;95;24;75
24494;Saint-Rémy;512;24;75
24495;Saint-Romain-de-Monpazier;116;24;75
24496;Saint-Romain-et-Saint-Clément;332;24;75
24498;Saint-Saud-Lacoussière;849;24;75
24499;Saint-Sauveur;880;24;75
24500;Saint-Sauveur-Lalande;156;24;75
24501;Saint-Seurin-de-Prats;502;24;75
24502;Saint-Séverin-d'Estissac;90;24;75
24504;Saint-Sulpice-de-Roumagnac;284;24;75
24505;Saint-Sulpice-d'Excideuil;355;24;75
24507;Sainte-Trie;112;24;75
24508;Saint-Victor;215;24;75
24509;Saint-Vincent-de-Connezac;685;24;75
24510;Saint-Vincent-de-Cosse;373;24;75
24511;Saint-Vincent-Jalmoutiers;256;24;75
24512;Saint-Vincent-le-Paluel;297;24;75
24513;Saint-Vincent-sur-l'Isle;313;24;75
24514;Saint-Vivien;247;24;75
24515;Salagnac;733;24;75
24516;Salignac-Eyvigues;1231;24;75
24517;Salles-de-Belvès;74;24;75
24518;Salon;284;24;75
24519;Sarlande;435;24;75
24520;Sarlat-la-Canéda;9225;24;75
24521;Sarliac-sur-l'Isle;1046;24;75
24522;Sarrazac;379;24;75
24523;Saussignac;439;24;75
24524;Savignac-de-Miremont;184;24;75
24525;Savignac-de-Nontron;196;24;75
24526;Savignac-Lédrier;722;24;75
24527;Savignac-les-Eglises;950;24;75
24528;Sceau-Saint-Angel;129;24;75
24529;Segonzac;203;24;75
24531;Sergeac;215;24;75
24532;Serres-et-Montguyard;251;24;75
24533;Servanches;84;24;75
24534;Sigoulès-et-Flaugeac;1442;24;75
24535;Simeyrols;257;24;75
24536;Singleyrac;302;24;75
24537;Siorac-de-Ribérac;253;24;75
24538;Siorac-en-Périgord;1070;24;75
24540;Sorges et Ligueux en Périgord;1618;24;75
24541;Soudat;88;24;75
24542;Soulaures;83;24;75
24543;Sourzac;1121;24;75
24544;Tamniès;396;24;75
24545;Teillots;100;24;75
24546;Temple-Laguyon;38;24;75
24547;Terrasson-Lavilledieu;6372;24;75
24548;Teyjat;279;24;75
24549;Thénac;509;24;75
24550;Thenon;1273;24;75
24551;Thiviers;3056;24;75
24552;Thonac;254;24;75
24553;Tocane-Saint-Apre;1779;24;75
24554;La Tour-Blanche-Cercles;587;24;75
24555;Tourtoirac;651;24;75
24557;Trélissac;7207;24;75
24558;Trémolat;642;24;75
24559;Tursac;342;24;75
24560;Urval;123;24;75
24562;Vallereuil;281;24;75
24563;Valojoulx;284;24;75
24564;Vanxains;796;24;75
24565;Varaignes;380;24;75
24566;Varennes;476;24;75
24567;Vaunac;255;24;75
24568;Vélines;1070;24;75
24569;Vendoire;129;24;75
24570;Verdon;43;24;75
24571;Vergt;1707;24;75
24572;Vergt-de-Biron;196;24;75
24573;Verteillac;604;24;75
24574;Veyrignac;351;24;75
24575;Veyrines-de-Domme;253;24;75
24576;Veyrines-de-Vergt;252;24;75
24577;Vézac;534;24;75
24580;Villac;267;24;75
24581;Villamblard;925;24;75
24582;Villars;463;24;75
24584;Villefranche-de-Lonchat;990;24;75
24585;Villefranche-du-Périgord;688;24;75
24586;Villetoureix;943;24;75
24587;Vitrac;838;24;75
25001;Abbans-Dessous;258;25;27
25002;Abbans-Dessus;310;25;27
25003;Abbenans;329;25;27
25004;Abbévillers;1079;25;27
25005;Accolans;91;25;27
25006;Adam-lès-Passavant;90;25;27
25007;Adam-lès-Vercel;108;25;27
25008;Aibre;471;25;27
25009;Aïssey;166;25;27
25011;Allenjoie;756;25;27
25012;Les Alliés;171;25;27
25013;Allondans;263;25;27
25014;Amagney;940;25;27
25015;Amancey;725;25;27
25016;Amathay-Vésigneux;168;25;27
25017;Amondans;95;25;27
25018;Anteuil;647;25;27
25019;Appenans;392;25;27
25020;Arbouans;919;25;27
25021;Arc-et-Senans;1649;25;27
25022;Arcey;1507;25;27
25024;Arçon;930;25;27
25025;Arc-sous-Cicon;721;25;27
25026;Arc-sous-Montenot;219;25;27
25029;Aubonne;247;25;27
25030;Audeux;441;25;27
25031;Audincourt;13549;25;27
25032;Autechaux;435;25;27
25033;Autechaux-Roide;528;25;27
25035;Les Auxons;2561;25;27
25036;Avanne-Aveney;2258;25;27
25038;Avilley;165;25;27
25039;Avoudrey;930;25;27
25040;Badevel;824;25;27
25041;Bannans;376;25;27
25042;Le Barboux;236;25;27
25043;Bart;2004;25;27
25044;Bartherans;59;25;27
25045;Battenans-les-Mines;49;25;27
25046;Battenans-Varin;76;25;27
25047;Baume-les-Dames;5151;25;27
25048;Bavans;3691;25;27
25049;Belfays;142;25;27
25050;Le Bélieu;505;25;27
25051;Belleherbe;637;25;27
25052;Belmont;67;25;27
25053;Belvoir;102;25;27
25054;Berche;537;25;27
25055;Berthelange;358;25;27
25056;Besançon;121144;25;27
25057;Bethoncourt;5513;25;27
25058;Beure;1356;25;27
25059;Beutal;275;25;27
25060;Bians-les-Usiers;722;25;27
25061;Bief;117;25;27
25062;Le Bizot;312;25;27
25063;Blamont;1236;25;27
25065;Blarians;59;25;27
25066;Blussangeaux;85;25;27
25067;Blussans;194;25;27
25070;Bolandoz;388;25;27
25071;Bondeval;486;25;27
25072;Bonnal;22;25;27
25073;Bonnay;836;25;27
25074;Bonnétage;999;25;27
25075;Bonnevaux;409;25;27
25077;La Bosse;72;25;27
25078;Bouclans;1088;25;27
25079;Boujailles;449;25;27
25082;Bourguignon;917;25;27
25083;Bournois;192;25;27
25084;Boussières;1183;25;27
25085;Bouverans;396;25;27
25086;Braillans;212;25;27
25087;Branne;182;25;27
25088;Breconchaux;93;25;27
25089;Bremondans;96;25;27
25090;Brères;67;25;27
25091;Les Bréseux;479;25;27
25092;La Bretenière;72;25;27
25093;Bretigney;76;25;27
25094;Bretigney-Notre-Dame;116;25;27
25095;Bretonvillers;281;25;27
25096;Brey-et-Maison-du-Bois;145;25;27
25097;Brognard;490;25;27
25098;Buffard;185;25;27
25099;Bugny;231;25;27
25100;Bulle;479;25;27
25101;Burgille;583;25;27
25102;Burnevillers;50;25;27
25103;Busy;650;25;27
25104;By;86;25;27
25105;Byans-sur-Doubs;594;25;27
25106;Cademène;69;25;27
25107;Cendrey;192;25;27
25108;Cernay-l'Eglise;318;25;27
25109;Cessey;336;25;27
25110;Chaffois;1039;25;27
25111;Chalèze;374;25;27
25112;Chalezeule;1338;25;27
25113;Chamesey;145;25;27
25114;Chamesol;392;25;27
25115;Champagney;282;25;27
25116;Champlive;252;25;27
25117;Champoux;91;25;27
25119;Champvans-les-Moulins;335;25;27
25120;Chantrans;408;25;27
25121;Chapelle-des-Bois;271;25;27
25122;Chapelle-d'Huin;532;25;27
25124;Charmauvillers;276;25;27
25125;Charmoille;329;25;27
25126;Charnay;484;25;27
25127;Charquemont;2791;25;27
25129;Chassagne-Saint-Denis;114;25;27
25130;Châteauvieux-les-Fossés;11;25;27
25131;Châtelblanc;115;25;27
25132;Châtillon-Guyotte;142;25;27
25133;Châtillon-le-Duc;2079;25;27
25134;Châtillon-sur-Lison;8;25;27
25136;Chaucenne;515;25;27
25138;Les Terres-de-Chaux;130;25;27
25139;La Chaux;612;25;27
25141;Chaux-lès-Passavant;128;25;27
25142;Chaux-Neuve;330;25;27
25143;Chay;218;25;27
25145;Chazot;121;25;27
25147;Chemaudin et Vaux;2060;25;27
25148;La Chenalotte;507;25;27
25149;Chenecey-Buillon;517;25;27
25150;Chevigney-sur-l'Ognon;294;25;27
25151;Chevigney-lès-Vercel;138;25;27
25152;La Chevillotte;158;25;27
25153;Chevroz;133;25;27
25154;Chouzelot;274;25;27
25155;Cléron;312;25;27
25156;Pays-de-Clerval;1191;25;27
25157;La Cluse-et-Mijoux;1327;25;27
25159;Colombier-Fontaine;1244;25;27
25160;Les Combes;777;25;27
25161;Consolation-Maisonnettes;35;25;27
25162;Corcelles-Ferrières;214;25;27
25163;Corcelle-Mieslot;108;25;27
25164;Corcondray;146;25;27
25166;Côtebrune;90;25;27
25170;Courcelles-lès-Montbéliard;1397;25;27
25171;Courcelles;107;25;27
25172;Courchapon;235;25;27
25173;Cour-Saint-Maurice;149;25;27
25174;Courtefontaine;247;25;27
25175;Courtetain-et-Salans;90;25;27
25176;Courvières;320;25;27
25177;Crosey-le-Grand;155;25;27
25178;Crosey-le-Petit;127;25;27
25179;Le Crouzet;62;25;27
25180;Crouzet-Migette;121;25;27
25181;Cubrial;152;25;27
25182;Cubry;92;25;27
25183;Cusance;76;25;27
25184;Cuse-et-Adrisans;293;25;27
25185;Cussey-sur-Lison;65;25;27
25186;Cussey-sur-l'Ognon;1068;25;27
25187;Dambelin;508;25;27
25188;Dambenois;776;25;27
25189;Dammartin-les-Templiers;195;25;27
25190;Dampierre-les-Bois;1625;25;27
25191;Dampierre-sur-le-Doubs;462;25;27
25192;Dampjoux;174;25;27
25193;Damprichard;1902;25;27
25194;Dannemarie;112;25;27
25195;Dannemarie-sur-Crète;1812;25;27
25196;Dasle;1418;25;27
25197;Deluz;621;25;27
25198;Désandans;747;25;27
25199;Déservillers;356;25;27
25200;Devecey;1415;25;27
25201;Dommartin;752;25;27
25202;Dompierre-les-Tilleuls;319;25;27
25203;Domprel;193;25;27
25204;Doubs;3293;25;27
25207;Dung;641;25;27
25208;Durnes;182;25;27
25209;Echay;135;25;27
25210;Echenans;163;25;27
25211;Echevannes;89;25;27
25212;Ecole-Valentin;2682;25;27
25213;Les Ecorces;758;25;27
25214;Ecot;501;25;27
25215;L'Ecouvotte;89;25;27
25216;Ecurcey;275;25;27
25217;Emagny;607;25;27
25218;Epenouse;167;25;27
25219;Epenoy;649;25;27
25220;Epeugney;609;25;27
25221;Esnans;65;25;27
25222;Etalans;1631;25;27
25223;Eternoz;335;25;27
25224;Etouvans;848;25;27
25225;Etrabonne;189;25;27
25226;Etrappe;222;25;27
25227;Etray;281;25;27
25228;Etupes;3788;25;27
25229;Evillers;393;25;27
25230;Exincourt;3291;25;27
25231;Eysson;121;25;27
25232;Faimbe;102;25;27
25233;Fallerans;297;25;27
25234;Ferrières-le-Lac;182;25;27
25235;Ferrières-les-Bois;320;25;27
25236;Fertans;291;25;27
25237;Fesches-le-Châtel;2206;25;27
25238;Fessevillers;159;25;27
25239;Feule;178;25;27
25240;Les Fins;3353;25;27
25241;Flagey;153;25;27
25242;Flagey-Rigney;119;25;27
25243;Flangebouche;807;25;27
25244;Fleurey;87;25;27
25245;Fontain;1273;25;27
25246;Fontaine-lès-Clerval;290;25;27
25247;Fontenelle-Montby;90;25;27
25248;Les Fontenelles;661;25;27
25249;Fontenotte;63;25;27
25251;Fourbanne;182;25;27
25252;Fourcatier-et-Maison-Neuve;115;25;27
25253;Fourg;397;25;27
25254;Les Fourgs;1436;25;27
25255;Fournet-Blancheroche;362;25;27
25256;Frambouhans;920;25;27
25257;Franey;272;25;27
25258;Franois;2334;25;27
25259;Frasne;1963;25;27
25261;Froidevaux;81;25;27
25262;Fuans;490;25;27
25263;Gellin;252;25;27
25264;Gémonval;86;25;27
25265;Geneuille;1337;25;27
25266;Geney;119;25;27
25267;Gennes;702;25;27
25268;Germéfontaine;117;25;27
25269;Germondans;62;25;27
25270;Gevresin;127;25;27
25271;Gilley;1729;25;27
25273;Glamondans;211;25;27
25274;Glay;341;25;27
25275;Glère;205;25;27
25276;Gondenans-Montby;173;25;27
25277;Gondenans-les-Moulins;73;25;27
25278;Gonsans;571;25;27
25279;Gouhelans;120;25;27
25280;Goumois;161;25;27
25281;Goux-lès-Dambelin;282;25;27
25282;Goux-les-Usiers;776;25;27
25283;Goux-sous-Landet;65;25;27
25284;Grand-Charmont;5859;25;27
25285;Grand'Combe-Châteleu;1510;25;27
25286;Grand'Combe-des-Bois;130;25;27
25287;Grandfontaine;1813;25;27
25288;Fournets-Luisans;738;25;27
25289;Grandfontaine-sur-Creuse;76;25;27
25290;La Grange;98;25;27
25293;Granges-Narboz;1318;25;27
25295;Les Grangettes;303;25;27
25296;Les Gras;816;25;27
25297;Le Gratteris;172;25;27
25298;Grosbois;250;25;27
25299;Guillon-les-Bains;111;25;27
25300;Guyans-Durnes;302;25;27
25301;Guyans-Vennes;886;25;27
25303;Hauterive-la-Fresse;232;25;27
25304;Hérimoncourt;3724;25;27
25305;L'Hôpital-du-Grosbois;610;25;27
25306;L'Hôpital-Saint-Lieffroy;129;25;27
25307;Les Hôpitaux-Neufs;924;25;27
25308;Les Hôpitaux-Vieux;469;25;27
25309;Houtaud;1164;25;27
25310;Huanne-Montmartin;99;25;27
25311;Hyémondans;211;25;27
25312;Hyèvre-Magny;68;25;27
25313;Hyèvre-Paroisse;198;25;27
25314;Indevillers;270;25;27
25315;L'Isle-sur-le-Doubs;2935;25;27
25316;Issans;247;25;27
25317;Jallerange;270;25;27
25318;Jougne;1834;25;27
25320;Labergement-Sainte-Marie;1255;25;27
25321;Villers-le-Lac;5304;25;27
25322;Laire;416;25;27
25323;Laissey;451;25;27
25324;Lanans;170;25;27
25325;Landresse;240;25;27
25326;Lantenne-Vertière;542;25;27
25327;Lanthenans;70;25;27
25328;Larnod;797;25;27
25329;Laval-le-Prieuré;37;25;27
25330;Lavans-Quingey;184;25;27
25331;Lavans-Vuillafans;247;25;27
25332;Lavernay;585;25;27
25333;Laviron;358;25;27
25334;Levier;2479;25;27
25335;Liebvillers;157;25;27
25336;Liesle;548;25;27
25338;Lizine;98;25;27
25339;Lods;225;25;27
25340;Lombard;192;25;27
25341;Lomont-sur-Crête;184;25;27
25342;Longechaux;82;25;27
25343;Longemaison;168;25;27
25344;Longevelle-lès-Russey;45;25;27
25345;Longevelle-sur-Doubs;684;25;27
25346;Longeville;183;25;27
25347;La Longeville;844;25;27
25348;Longevilles-Mont-d'Or;625;25;27
25349;Loray;579;25;27
25350;Lougres;758;25;27
25351;Le Luhier;235;25;27
25354;Luxiol;159;25;27
25355;Magny-Châtelard;62;25;27
25356;Maîche;4369;25;27
25357;Maisons-du-Bois-Lièvremont;860;25;27
25359;Malans;165;25;27
25360;Malbrans;175;25;27
25361;Malbuisson;869;25;27
25362;Malpas;296;25;27
25364;Mamirolle;1813;25;27
25365;Mancenans;310;25;27
25366;Mancenans-Lizerne;199;25;27
25367;Mandeure;4945;25;27
25368;Marchaux-Chaudefontaine;1500;25;27
25369;Marvelise;165;25;27
25370;Mathay;2189;25;27
25371;Mazerolles-le-Salin;218;25;27
25372;Médière;287;25;27
25373;Le Mémont;48;25;27
25374;Mercey-le-Grand;571;25;27
25375;Mérey-sous-Montrond;452;25;27
25376;Mérey-Vieilley;159;25;27
25377;Mésandans;237;25;27
25378;Meslières;354;25;27
25379;Mesmay;75;25;27
25380;Métabief;1375;25;27
25381;Miserey-Salines;2592;25;27
25382;Moncey;615;25;27
25383;Moncley;282;25;27
25384;Mondon;98;25;27
25385;Montagney-Servigney;131;25;27
25386;Montancy;129;25;27
25387;Montandon;394;25;27
25388;Montbéliard;26365;25;27
25389;Montbéliardot;117;25;27
25390;Montbenoît;411;25;27
25391;Mont-de-Laval;185;25;27
25392;Mont-de-Vougney;197;25;27
25393;Montécheroux;556;25;27
25394;Montenois;1515;25;27
25395;Montfaucon;1619;25;27
25397;Montferrand-le-Château;2222;25;27
25398;Montflovin;119;25;27
25400;Montgesoye;481;25;27
25401;Montivernage;26;25;27
25402;Montjoie-le-Château;25;25;27
25403;Montlebon;2200;25;27
25404;Montmahoux;93;25;27
25405;Montperreux;940;25;27
25406;Montrond-le-Château;580;25;27
25408;Montussaint;57;25;27
25410;Morre;1404;25;27
25411;Morteau;7189;25;27
25413;Mouthe;1083;25;27
25414;Le Moutherot;125;25;27
25415;Mouthier-Haute-Pierre;346;25;27
25416;Myon;187;25;27
25417;Naisey-les-Granges;824;25;27
25418;Nancray;1288;25;27
25419;Nans;98;25;27
25420;Nans-sous-Sainte-Anne;170;25;27
25421;Narbief;76;25;27
25422;Neuchâtel-Urtière;182;25;27
25424;Les Premiers Sapins;1576;25;27
25425;NoÃ«l-Cerneux;471;25;27
25426;Noirefontaine;341;25;27
25427;Noironte;399;25;27
25428;Nommay;1657;25;27
25429;Novillars;1538;25;27
25430;Ollans;39;25;27
25431;Onans;352;25;27
25432;Orchamps-Vennes;2207;25;27
25433;Orgeans-Blanchefontaine;42;25;27
25434;Ornans;4527;25;27
25435;Orsans;167;25;27
25436;Orve;59;25;27
25437;Osse;348;25;27
25438;Osselle-Routelle;971;25;27
25439;Ougney-Douvot;256;25;27
25440;Ouhans;384;25;27
25441;Ouvans;66;25;27
25442;Oye-et-Pallet;740;25;27
25443;Palantine;79;25;27
25444;Palise;145;25;27
